Feature,Model,Metric,WeightedPearsonR,N_valid
SHAP__XGBoost__top3_value,Persistence,NRMSE,0.016975324982589246,944
SHAP__XGBoost__top3_value,Persistence,MAE,0.9850316538597925,950
SHAP__XGBoost__top3_value,Persistence,R2,0.032597020395053654,950
SHAP__XGBoost__top3_value,Random Forest,NRMSE,-0.05515892493563603,944
SHAP__XGBoost__top3_value,Random Forest,MAE,0.09978961784142616,950
SHAP__XGBoost__top3_value,Random Forest,R2,0.024306458167590146,950
SHAP__XGBoost__top3_value,XGBoost,NRMSE,-0.04685298013809252,944
SHAP__XGBoost__top3_value,XGBoost,MAE,0.1739600875557492,950
SHAP__XGBoost__top3_value,XGBoost,R2,0.020396373696026586,950
Random Forest__gwl_min,Persistence,NRMSE,-0.006101346140385881,944
Random Forest__gwl_min,Persistence,MAE,-0.9411521859895337,950
Random Forest__gwl_min,Persistence,R2,-0.027567003440360935,950
Random Forest__gwl_min,Random Forest,NRMSE,0.06327775992810375,944
Random Forest__gwl_min,Random Forest,MAE,-0.11601052135656023,950
Random Forest__gwl_min,Random Forest,R2,-0.03019118178193136,950
Random Forest__gwl_min,XGBoost,NRMSE,0.06643792520722076,944
Random Forest__gwl_min,XGBoost,MAE,-0.17518182276913608,950
Random Forest__gwl_min,XGBoost,R2,-0.04134556798424748,950
Random Forest__gwl_max,Persistence,NRMSE,-0.018917958948674974,944
Random Forest__gwl_max,Persistence,MAE,0.013342902138301875,950
Random Forest__gwl_max,Persistence,R2,0.05658682822876046,950
Random Forest__gwl_max,Random Forest,NRMSE,-0.0013965080017181426,944
Random Forest__gwl_max,Random Forest,MAE,0.11594546844258863,950
Random Forest__gwl_max,Random Forest,R2,0.011258711278713422,950
Random Forest__gwl_max,XGBoost,NRMSE,0.027272192967634282,944
Random Forest__gwl_max,XGBoost,MAE,0.14331066711959714,950
Random Forest__gwl_max,XGBoost,R2,-0.035388963343893375,950
Random Forest__gwl_range,Persistence,NRMSE,-0.00011658365098462666,944
Random Forest__gwl_range,Persistence,MAE,0.9894400389961119,950
Random Forest__gwl_range,Persistence,R2,0.04831165273306728,950
Random Forest__gwl_range,Random Forest,NRMSE,-0.06667761456331354,944
Random Forest__gwl_range,Random Forest,MAE,0.16127979323451824,950
Random Forest__gwl_range,Random Forest,R2,0.035465737566668536,950
Random Forest__gwl_range,XGBoost,NRMSE,-0.060134141647710686,944
Random Forest__gwl_range,XGBoost,MAE,0.23261151078617093,950
Random Forest__gwl_range,XGBoost,R2,0.031092191544099826,950
Random Forest__Regime Coverage,Persistence,NRMSE,-0.2366571195202844,944
Random Forest__Regime Coverage,Persistence,MAE,0.054381009502052664,950
Random Forest__Regime Coverage,Persistence,R2,0.16064660953985718,950
Random Forest__Regime Coverage,Random Forest,NRMSE,-0.43383977386808514,944
Random Forest__Regime Coverage,Random Forest,MAE,0.015509272823256998,950
Random Forest__Regime Coverage,Random Forest,R2,0.2798476730320921,950
Random Forest__Regime Coverage,XGBoost,NRMSE,-0.39514191048693287,944
Random Forest__Regime Coverage,XGBoost,MAE,0.03832856071598357,950
Random Forest__Regime Coverage,XGBoost,R2,0.25723144720605734,950
Random Forest__Regime Majority Share,Persistence,NRMSE,0.11173408058991298,944
Random Forest__Regime Majority Share,Persistence,MAE,-0.07024392222403139,950
Random Forest__Regime Majority Share,Persistence,R2,-0.1915865544446939,950
Random Forest__Regime Majority Share,Random Forest,NRMSE,0.395548883601912,944
Random Forest__Regime Majority Share,Random Forest,MAE,0.016600931396231478,950
Random Forest__Regime Majority Share,Random Forest,R2,-0.25889345941421893,950
Random Forest__Regime Majority Share,XGBoost,NRMSE,0.3476345561665532,944
Random Forest__Regime Majority Share,XGBoost,MAE,0.005221809617662029,950
Random Forest__Regime Majority Share,XGBoost,R2,-0.24301454713087414,950
Random Forest__Regime Valid,Persistence,NRMSE,-0.20350707886132793,944
Random Forest__Regime Valid,Persistence,MAE,-0.003381566048918715,950
Random Forest__Regime Valid,Persistence,R2,0.12908259978645684,950
Random Forest__Regime Valid,Random Forest,NRMSE,-0.24203268048073,944
Random Forest__Regime Valid,Random Forest,MAE,-0.04093989970462612,950
Random Forest__Regime Valid,Random Forest,R2,0.14589343027807844,950
Random Forest__Regime Valid,XGBoost,NRMSE,-0.21945216218627087,944
Random Forest__Regime Valid,XGBoost,MAE,-0.022585301685951933,950
Random Forest__Regime Valid,XGBoost,R2,0.1268922146280365,950
Random Forest__Regime Weight,Persistence,NRMSE,-0.20350707886132793,944
Random Forest__Regime Weight,Persistence,MAE,-0.003381566048918715,950
Random Forest__Regime Weight,Persistence,R2,0.12908259978645684,950
Random Forest__Regime Weight,Random Forest,NRMSE,-0.24203268048073,944
Random Forest__Regime Weight,Random Forest,MAE,-0.04093989970462612,950
Random Forest__Regime Weight,Random Forest,R2,0.14589343027807844,950
Random Forest__Regime Weight,XGBoost,NRMSE,-0.21945216218627087,944
Random Forest__Regime Weight,XGBoost,MAE,-0.022585301685951933,950
Random Forest__Regime Weight,XGBoost,R2,0.1268922146280365,950
XGBoost__gwl_min,Persistence,NRMSE,-0.006101346140385881,944
XGBoost__gwl_min,Persistence,MAE,-0.9411521859895337,950
XGBoost__gwl_min,Persistence,R2,-0.027567003440360935,950
XGBoost__gwl_min,Random Forest,NRMSE,0.06327775992810375,944
XGBoost__gwl_min,Random Forest,MAE,-0.11601052135656023,950
XGBoost__gwl_min,Random Forest,R2,-0.03019118178193136,950
XGBoost__gwl_min,XGBoost,NRMSE,0.06643792520722076,944
XGBoost__gwl_min,XGBoost,MAE,-0.17518182276913608,950
XGBoost__gwl_min,XGBoost,R2,-0.04134556798424748,950
XGBoost__gwl_max,Persistence,NRMSE,-0.018917958948674974,944
XGBoost__gwl_max,Persistence,MAE,0.013342902138301875,950
XGBoost__gwl_max,Persistence,R2,0.05658682822876046,950
XGBoost__gwl_max,Random Forest,NRMSE,-0.0013965080017181426,944
XGBoost__gwl_max,Random Forest,MAE,0.11594546844258863,950
XGBoost__gwl_max,Random Forest,R2,0.011258711278713422,950
XGBoost__gwl_max,XGBoost,NRMSE,0.027272192967634282,944
XGBoost__gwl_max,XGBoost,MAE,0.14331066711959714,950
XGBoost__gwl_max,XGBoost,R2,-0.035388963343893375,950
XGBoost__gwl_range,Persistence,NRMSE,-0.00011658365098462666,944
XGBoost__gwl_range,Persistence,MAE,0.9894400389961119,950
XGBoost__gwl_range,Persistence,R2,0.04831165273306728,950
XGBoost__gwl_range,Random Forest,NRMSE,-0.06667761456331354,944
XGBoost__gwl_range,Random Forest,MAE,0.16127979323451824,950
XGBoost__gwl_range,Random Forest,R2,0.035465737566668536,950
XGBoost__gwl_range,XGBoost,NRMSE,-0.060134141647710686,944
XGBoost__gwl_range,XGBoost,MAE,0.23261151078617093,950
XGBoost__gwl_range,XGBoost,R2,0.031092191544099826,950
XGBoost__Regime Coverage,Persistence,NRMSE,-0.2366571195202844,944
XGBoost__Regime Coverage,Persistence,MAE,0.054381009502052664,950
XGBoost__Regime Coverage,Persistence,R2,0.16064660953985718,950
XGBoost__Regime Coverage,Random Forest,NRMSE,-0.43383977386808514,944
XGBoost__Regime Coverage,Random Forest,MAE,0.015509272823256998,950
XGBoost__Regime Coverage,Random Forest,R2,0.2798476730320921,950
XGBoost__Regime Coverage,XGBoost,NRMSE,-0.39514191048693287,944
XGBoost__Regime Coverage,XGBoost,MAE,0.03832856071598357,950
XGBoost__Regime Coverage,XGBoost,R2,0.25723144720605734,950
XGBoost__Regime Majority Share,Persistence,NRMSE,0.11173408058991298,944
XGBoost__Regime Majority Share,Persistence,MAE,-0.07024392222403139,950
XGBoost__Regime Majority Share,Persistence,R2,-0.1915865544446939,950
XGBoost__Regime Majority Share,Random Forest,NRMSE,0.395548883601912,944
XGBoost__Regime Majority Share,Random Forest,MAE,0.016600931396231478,950
XGBoost__Regime Majority Share,Random Forest,R2,-0.25889345941421893,950
XGBoost__Regime Majority Share,XGBoost,NRMSE,0.3476345561665532,944
XGBoost__Regime Majority Share,XGBoost,MAE,0.005221809617662029,950
XGBoost__Regime Majority Share,XGBoost,R2,-0.24301454713087414,950
XGBoost__Regime Valid,Persistence,NRMSE,-0.20350707886132793,944
XGBoost__Regime Valid,Persistence,MAE,-0.003381566048918715,950
XGBoost__Regime Valid,Persistence,R2,0.12908259978645684,950
XGBoost__Regime Valid,Random Forest,NRMSE,-0.24203268048073,944
XGBoost__Regime Valid,Random Forest,MAE,-0.04093989970462612,950
XGBoost__Regime Valid,Random Forest,R2,0.14589343027807844,950
XGBoost__Regime Valid,XGBoost,NRMSE,-0.21945216218627087,944
XGBoost__Regime Valid,XGBoost,MAE,-0.022585301685951933,950
XGBoost__Regime Valid,XGBoost,R2,0.1268922146280365,950
XGBoost__Regime Weight,Persistence,NRMSE,-0.20350707886132793,944
XGBoost__Regime Weight,Persistence,MAE,-0.003381566048918715,950
XGBoost__Regime Weight,Persistence,R2,0.12908259978645684,950
XGBoost__Regime Weight,Random Forest,NRMSE,-0.24203268048073,944
XGBoost__Regime Weight,Random Forest,MAE,-0.04093989970462612,950
XGBoost__Regime Weight,Random Forest,R2,0.14589343027807844,950
XGBoost__Regime Weight,XGBoost,NRMSE,-0.21945216218627087,944
XGBoost__Regime Weight,XGBoost,MAE,-0.022585301685951933,950
XGBoost__Regime Weight,XGBoost,R2,0.1268922146280365,950
