state,district,rows,rank_1,rank_1_R2,rank_2,rank_2_R2,rank_3,rank_3_R2
Madhya Pradesh,KATNI,486,XGBoost,0.7569060719559815,Random Forest,0.0,Persistence,-1.9115798542971647
Madhya Pradesh,Khandwa,486,XGBoost,0.5767305909118632,Random Forest,0.0,Persistence,-1.8388893201224792
Madhya Pradesh,Khargone,486,XGBoost,0.0607477370667525,Random Forest,0.0,Persistence,-2.8625608755931933
Madhya Pradesh,MANDLA,486,XGBoost,0.9814519283434489,Random Forest,0.0,Persistence,-5.720746334962239
Madhya Pradesh,MANDSAUR,486,XGBoost,1.0129403287074712,Random Forest,0.0,Persistence,-1.4376933140686852
Madhya Pradesh,NARSIMHAPUR,486,XGBoost,0.7830425006869681,Random Forest,0.0,Persistence,-2.274993566224542
Madhya Pradesh,NEEMUCH,486,XGBoost,1.0918919349075018,Random Forest,0.0,Persistence,-5.0857059737366415
Madhya Pradesh,PANNA,486,XGBoost,0.6548449541756254,Random Forest,0.0,Persistence,-0.3908473920576027
Madhya Pradesh,RAJGARH,486,XGBoost,0.6955689728136271,Random Forest,0.0,Persistence,-3.520741690895022
Madhya Pradesh,RATLAM,486,XGBoost,0.4157922700717235,Random Forest,0.0,Persistence,-9.208935831697444
Madhya Pradesh,REWA,486,Random Forest,1.0,XGBoost,0.5866906607339192,Persistence,-0.0655930715021475
Madhya Pradesh,SAGAR,486,XGBoost,0.007296215922634,Random Forest,0.0,Persistence,-1.814927369411758
Madhya Pradesh,SATNA,486,XGBoost,1.225422900963427,Random Forest,0.0,Persistence,-4.4134150023881
Madhya Pradesh,SEHORE,486,XGBoost,0.3452649733725701,Random Forest,0.0,Persistence,-1.167467149046443
Madhya Pradesh,SEONI,486,XGBoost,1.010351696537279,Random Forest,0.0,Persistence,-2.947755936828525
Madhya Pradesh,SHAHDOL,486,XGBoost,1.0385210394189237,Random Forest,0.0,Persistence,-6.263608461937917
Madhya Pradesh,SHAJAPUR,486,XGBoost,0.2269757502959977,Random Forest,0.0,Persistence,-22.07207804257055
Madhya Pradesh,SHEOPUR,486,XGBoost,0.4851501912147821,Random Forest,0.0,Persistence,-0.2555462682190845
Madhya Pradesh,SHIVPURI,486,XGBoost,0.7346531661735813,Random Forest,0.0,Persistence,-0.1848492037983873
Madhya Pradesh,SIDHI,486,XGBoost,1.0223455933007644,Random Forest,1.0,Persistence,-2.2795582095433446
Madhya Pradesh,SINGRAULI,486,XGBoost,0.885256952837148,Random Forest,0.0,Persistence,-2.636410871373887
