state,district,rank_1_R2
Rajasthan,CHITTORGARH,0.8192735853594801
Rajasthan,CHITTORGARH,0.8192735853594801
Rajasthan,HANUMANGARH,0.8809876587850444
Rajasthan,HANUMANGARH,0.8809876587850444
Rajasthan,JAIPUR,0.8754577208416962
Rajasthan,JAIPUR,0.8754577208416962
Rajasthan,JALORE,0.5419848996000854
Rajasthan,JALORE,0.5419848996000854
Rajasthan,JHALAWAR,-0.156748624058429
Rajasthan,JHALAWAR,-0.156748624058429
Rajasthan,JODHPUR,-0.1643643269176999
Rajasthan,JODHPUR,-0.1643643269176999
Rajasthan,KARAULI,0.8167132689195276
Rajasthan,KARAULI,0.8167132689195276
Rajasthan,SAWAI MADHOPUR,0.7993685395885188
Rajasthan,SAWAI MADHOPUR,0.7993685395885188
Rajasthan,SIKAR,-0.5953354663241899
Rajasthan,SIKAR,-0.5953354663241899
Tamil Nadu,Coimbatore,0.1753531346083295
Tamil Nadu,Coimbatore,0.1753531346083295
Tamil Nadu,Dharmapuri,0.6791717330997944
Tamil Nadu,Dharmapuri,0.6791717330997944
Tamil Nadu,Kancheepuram,0.9203307707884956
Tamil Nadu,Kancheepuram,0.9203307707884956
Tamil Nadu,Pudukkottai,0.9914327799907804
Tamil Nadu,Pudukkottai,0.9914327799907804
Tamil Nadu,Ramanathapuram,0.9062313476749144
Tamil Nadu,Ramanathapuram,0.9062313476749144
Tamil Nadu,Salem,-2.0528883409567644
Tamil Nadu,Salem,-2.0528883409567644
Tamil Nadu,Tenkasi,0.9744076510145264
Tamil Nadu,Tenkasi,0.9744076510145264
Tamil Nadu,Thanjavur,0.9948876939373412
Tamil Nadu,Thanjavur,0.9948876939373412
Tamil Nadu,Tiruvannamalai,0.9986622786735004
Tamil Nadu,Tiruvannamalai,0.9986622786735004
Tamil Nadu,Vellore,-1.3047226686227544
Tamil Nadu,Vellore,-1.3047226686227544
Tamil Nadu,Viluppuram,0.9074582438938632
Tamil Nadu,Viluppuram,0.9074582438938632
Telangana,ADILABAD,0.2149488848712211
Telangana,ADILABAD,0.2149488848712211
Telangana,HANAMKONDA,-0.779756792310683
Telangana,HANAMKONDA,-0.779756792310683
Telangana,JANGAON,0.7393893088011098
Telangana,JANGAON,0.7393893088011098
Telangana,JAYASHANKAR BHUPALAPALLY,0.3027299353090251
Telangana,JAYASHANKAR BHUPALAPALLY,0.3027299353090251
Telangana,KUMURAM BHEEM,0.176735346574165
Telangana,KUMURAM BHEEM,0.176735346574165
Telangana,MAHBUBNAGAR,0.891197691919773
Telangana,MAHBUBNAGAR,0.891197691919773
Telangana,MANCHERIAL,0.4467147543894557
Telangana,MANCHERIAL,0.4467147543894557
Telangana,MEDCHAL,0.3730972044389976
Telangana,MEDCHAL,0.3730972044389976
Telangana,NALGONDA,0.7738082426751005
Telangana,NALGONDA,0.7738082426751005
Telangana,NIZAMABAD,0.3432561570908234
Telangana,NIZAMABAD,0.3432561570908234
Telangana,RAJANNA SIRCILLA,0.9360498553382102
Telangana,RAJANNA SIRCILLA,0.9360498553382102
Telangana,VIKARABAD,-0.542462920642784
Telangana,VIKARABAD,-0.542462920642784
Tripura,SOUTH TRIPURA,-1.2211505985480562
Tripura,SOUTH TRIPURA,-1.2211505985480562
Tripura,WEST TRIPURA,0.6493578166791076
Tripura,WEST TRIPURA,0.6493578166791076
Uttar Pradesh,BALRAMPUR,0.220409354413319
Uttar Pradesh,BALRAMPUR,0.220409354413319
Uttar Pradesh,BANDA,0.9191495186445032
Uttar Pradesh,BANDA,0.9191495186445032
Uttar Pradesh,BARABANKI,0.9645323380884244
Uttar Pradesh,BARABANKI,0.9645323380884244
Uttar Pradesh,Buland Shahar,0.963872718221386
Uttar Pradesh,Buland Shahar,0.963872718221386
Uttar Pradesh,CHANDAULI,0.4981521382168934
Uttar Pradesh,CHANDAULI,0.4981521382168934
Uttar Pradesh,FATEHPUR,0.9239822608734658
Uttar Pradesh,FATEHPUR,0.9239822608734658
Uttar Pradesh,G.B. Nagar,0.690494499591664
Uttar Pradesh,G.B. Nagar,0.690494499591664
Uttar Pradesh,GHAZIPUR,0.9011511944900514
Uttar Pradesh,GHAZIPUR,0.9011511944900514
Uttar Pradesh,HATHRAS,0.8849393868637452
Uttar Pradesh,HATHRAS,0.8849393868637452
Uttar Pradesh,Hapur,0.3535176761146733
Uttar Pradesh,Hapur,0.3535176761146733
Uttar Pradesh,LUCKNOW,0.1852681436271274
Uttar Pradesh,LUCKNOW,0.1852681436271274
Uttar Pradesh,MORADABAD,-2.23622835480385
Uttar Pradesh,MORADABAD,-2.23622835480385
Uttar Pradesh,MUZAFFARNAGAR,0.881958351482943
Uttar Pradesh,MUZAFFARNAGAR,0.881958351482943
Uttar Pradesh,RAMPUR,0.967577968819116
Uttar Pradesh,RAMPUR,0.967577968819116
Uttar Pradesh,SAHARANPUR,0.014115200875861
Uttar Pradesh,SAHARANPUR,0.014115200875861
Uttar Pradesh,VARANASI,0.6599740379781996
Uttar Pradesh,VARANASI,0.6599740379781996
Uttarakhand,Dehradun,0.9656331062540012
Uttarakhand,Dehradun,0.9656331062540012
Uttarakhand,Nainital,0.4534350802435066
Uttarakhand,Nainital,0.4534350802435066
Uttarakhand,UDHAM SINGH NAGAR,0.6183803370135719
Uttarakhand,UDHAM SINGH NAGAR,0.6183803370135719
West Bengal,JHARGRAM,-0.4386678878743335
West Bengal,JHARGRAM,-0.4386678878743335
West Bengal,MALDAH,0.5663286250544735
West Bengal,MALDAH,0.5663286250544735
West Bengal,NORTH 24 PARGANAS,0.6995301582157647
West Bengal,NORTH 24 PARGANAS,0.6995301582157647
West Bengal,West Medinipur,0.7512891362819893
West Bengal,West Medinipur,0.7512891362819893
